TYPE	FLUENT	DISFLUENT
3: Phrase Repetition	दिल्ली में चंद्रशेखर जी के साथ काम किया।	दिल्ली में चंद्रशेखर जी दिल्ली में चंद्रशेखर जी के साथ काम किया।
3: Phrase Repetition	इस कार्यालय का आज उद्घाटन किया गया।	इस कार्यालय का कार्यालय का आज उद्घाटन किया गया।
3: Phrase Repetition	वरिष्ठ प्रबंधन और बल के कमांडर के रूप में उनका पर्याप्त प्रतिनिधित्व नहीं होता।	वरिष्ठ प्रबंधन और बल के कमांडर के के कमांडर के रूप में उनका पर्याप्त प्रतिनिधित्व नहीं होता।
3: Phrase Repetition	समाज के मानव संसाधन के विकास से खेल का काफी निकट संबंध है।	समाज के मानव संसाधन के विकास से विकास से खेल का काफी निकट संबंध है।
3: Phrase Repetition	प्रधानमंत्री ने कहा कि नवीकरणीय ऊर्जा के विस्तृत उपयोग का प्रभाव भारत में नजर आने लगा है।	प्रधानमंत्री ने कहा ने कहा कि नवीकरणीय ऊर्जा के विस्तृत उपयोग का प्रभाव भारत में नजर आने लगा है।
3: Phrase Repetition	और विशेषकर के महाराष्ट्र और गुजरात।	और विशेषकर के महाराष्ट्र और विशेषकर के महाराष्ट्र और गुजरात।
3: Phrase Repetition	उसकी मदद के बिना हमारी गाड़ी चलती नहीं थी।	उसकी मदद के उसकी मदद के बिना हमारी गाड़ी चलती नहीं थी।
3: Phrase Repetition	अल्जीरिया ने कूटनीतिक माध्यमों से भारत के साथ अंतरिक्ष सहयोग में दिलचस्पी व्यक्त की है।	अल्जीरिया ने कूटनीतिक माध्यमों से कूटनीतिक माध्यमों से भारत के साथ अंतरिक्ष सहयोग में दिलचस्पी व्यक्त की है।
3: Phrase Repetition	मेरे लिए अटल जी का निधन एक निजी और अपूरणीय क्षति है।	मेरे लिए अटल जी का निधन एक निजी और अपूरणीय निजी और अपूरणीय क्षति है।
3: Phrase Repetition	उन्होंने लोक सेवकों से इस दिशा में काम करने को कहा।	उन्होंने लोक सेवकों से इस दिशा लोक सेवकों से इस दिशा में काम करने को कहा।
3: Phrase Repetition	और कनेक्टिविटी नहीं मिलती है तो भी परेशान हो जाते हैं।	और कनेक्टिविटी नहीं मिलती है तो मिलती है तो भी परेशान हो जाते हैं।
3: Phrase Repetition	इस इलाके में भी कई बार आया हूं।	इस इलाके में भी कई बार आया कई बार आया हूं।
3: Phrase Repetition	देश के सामान्य नागरिक ने की है।	देश के सामान्य नागरिक के सामान्य नागरिक ने की है।
3: Phrase Repetition	इसलिए मेरी सरकार ने कौशल विकास के लिए नए मंत्रालय का गठन किया है।	इसलिए मेरी सरकार ने कौशल विकास मेरी सरकार ने कौशल विकास के लिए नए मंत्रालय का गठन किया है।
3: Phrase Repetition	यह ही मेरी उन सबको शुभकामनाएं हैं।	यह ही मेरी उन सबको शुभकामनाएं सबको शुभकामनाएं हैं।
3: Phrase Repetition	प्रधानमंत्री श्री नरेन्द्र मोदी ने आज देश में निर्मित युद्धपोत आईएनएस कोलकाता राष्ट्र को समर्पित किया।	प्रधानमंत्री श्री नरेन्द्र प्रधानमंत्री श्री नरेन्द्र मोदी ने आज देश में निर्मित युद्धपोत आईएनएस कोलकाता राष्ट्र को समर्पित किया।
3: Phrase Repetition	हमने टेक्नोलॉजी का इस्तेमाल कर हकदार लोगों तक सब्सिडी पहुंचाई है।	हमने टेक्नोलॉजी का हमने टेक्नोलॉजी का इस्तेमाल कर हकदार लोगों तक सब्सिडी पहुंचाई है।
3: Phrase Repetition	ये बंद होना चाहिए कि नहीं होना चाहिए।	ये बंद होना चाहिए कि नहीं होना नहीं होना चाहिए।
3: Phrase Repetition	क्या कारण है कि हमारे देश में एक जमाना था कि गांव में एक वैद्यराज हुआ करता था और पूरा गांव स्वस्थ रहता था।	क्या कारण है कि हमारे देश में एक जमाना था कि एक जमाना था कि गांव में एक वैद्यराज हुआ करता था और पूरा गांव स्वस्थ रहता था।
3: Phrase Repetition	लेकिन अब पैसे मिलना संभव हो गया है तो लोग भी अपने प्राइवेट अस्पताल बनाएंगे।	लेकिन अब पैसे मिलना संभव हो गया संभव हो गया है तो लोग भी अपने प्राइवेट अस्पताल बनाएंगे।
3: Phrase Repetition	ये गति निरंतर तेज हो इसके लिए हम सभी को काम करना है।	ये गति निरंतर तेज गति निरंतर तेज हो इसके लिए हम सभी को काम करना है।
3: Phrase Repetition	आइए हम भारत के विकास के लिए नदियों की स्वच्छता सुनिश्चित करने के लिए मिलकर काम करते हैं।	आइए हम भारत के विकास के लिए नदियों की स्वच्छता सुनिश्चित करने के लिए मिलकर काम करते काम करते हैं।
4: Pronoun Repetition	तो मेरी एक बात मानोगे, पक्का मानोगे?	तो मेरी मेरी एक बात मानोगे, पक्का मानोगे?
4: Pronoun Repetition	टी अंजैया के साथ किया आपने संजीव रेड्डी के साथ किया।	टी अंजैया के साथ किया आपने आपने संजीव रेड्डी के साथ किया।
4: Pronoun Repetition	हमको कहां डालते हो इसमें।	हमको हमको कहां डालते हो इसमें।
4: Pronoun Repetition	छोटी अवधि के लिए जो जमा होगी उस पर ब्याज दर बैंक निर्धारित करेगा।	छोटी अवधि के लिए जो जमा होगी उस उस पर ब्याज दर बैंक निर्धारित करेगा।
4: Pronoun Repetition	मैं आपकी कठिनाई जानता हूं।	मैं आपकी आपकी कठिनाई जानता हूं।
4: Pronoun Repetition	मैं गया अब वो जगह ऐसी थी जन सभा तो हो नहीं सकती थी।	मैं मैं गया अब वो जगह ऐसी थी जन सभा तो हो नहीं सकती थी।
4: Pronoun Repetition	समाज के विभिन्न वर्गों की महिलाएं और बच्चे रक्षा बंधन के पावन अवसर पर रविवार को प्रधानमंत्री श्री नरेंद्र मोदी के निवास पर जाकर उनसे मिले।	समाज के विभिन्न वर्गों की महिलाएं और बच्चे रक्षा बंधन के पावन अवसर पर रविवार को प्रधानमंत्री श्री नरेंद्र मोदी के निवास पर जाकर उनसे उनसे मिले।
4: Pronoun Repetition	इसके अंतर्गत अंशदान करने की तारीख से मृत्यु की तारीख तक पेंशन देने की व्यवस्था है और मृत्यु पर अंशदान की राशि नामित व्यक्ति को लौटाने का भी प्रावधान है।	इसके इसके अंतर्गत अंशदान करने की तारीख से मृत्यु की तारीख तक पेंशन देने की व्यवस्था है और मृत्यु पर अंशदान की राशि नामित व्यक्ति को लौटाने का भी प्रावधान है।
4: Pronoun Repetition	आप ज़रूर इसकी भी चिंता करेंगे और सफाई तो करनी ही करनी है।	आप ज़रूर इसकी इसकी भी चिंता करेंगे और सफाई तो करनी ही करनी है।
4: Pronoun Repetition	तू क्या रिजल्ट लाया है?	तू तू क्या रिजल्ट लाया है?
4: Pronoun Repetition	जिसकी पहली किस्त मेरी कोशिश है कि बहुत ही जल्द पहुंच जाएगी।	जिसकी पहली किस्त मेरी मेरी कोशिश है कि बहुत ही जल्द पहुंच जाएगी।
4: Pronoun Repetition	इसने मेरे ह्रदय को छू लिया।	इसने इसने मेरे मेरे ह्रदय को छू लिया।
4: Pronoun Repetition	भाइयों बहनों इस पीड़ा से दर्द से और मैं तो गरीबी में पैदा हुआ हूं।	भाइयों बहनों इस पीड़ा से दर्द से और मैं मैं तो गरीबी में पैदा हुआ हूं।
4: Pronoun Repetition	उनका प्रभाव वैश्विक था।	उनका उनका प्रभाव वैश्विक था।
4: Pronoun Repetition	और मैं समझता हूं कि इसको बढ़ा पाएंगे।	और मैं समझता हूं कि इसको इसको बढ़ा पाएंगे।
4: Pronoun Repetition	उस दिन मुझे एक किताब का लोकार्पण करने का अवसर मिला।	उस दिन मुझे मुझे एक किताब का लोकार्पण करने का अवसर मिला।
4: Pronoun Repetition	इस कार्यक्रम के तहत यह सुनिश्चित किया जाएगा कि कोई भी भारतीय बेघर न रहे।	इस कार्यक्रम के तहत यह यह सुनिश्चित किया जाएगा कि कोई भी भारतीय बेघर न रहे।
4: Pronoun Repetition	किसी भी नतीजे पर पहुंचने से पहले इन्हें पहचानना बहुत जरूरी है।	किसी भी नतीजे पर पहुंचने से पहले इन्हें इन्हें पहचानना बहुत जरूरी है।
4: Pronoun Repetition	इसने हमारा बहुत नुकसान किया है।	इसने इसने हमारा बहुत नुकसान किया है।
4: Pronoun Repetition	बहुत कम लोगों को पता होगा कि कैसी बड़ी विभूति आज हमारे बीच में है।	बहुत कम लोगों को पता होगा कि कैसी बड़ी विभूति आज हमारे हमारे बीच में है।
4: Pronoun Repetition	राष्ट्र निर्माण में आपका ये योगदान देश की आने वाली पीढ़ियां भी याद रखेंगी।	राष्ट्र निर्माण में आपका आपका ये योगदान देश की आने वाली पीढ़ियां भी याद रखेंगी।
4: Pronoun Repetition	बच्चे रो रहे हैं, बचपन उनका रोने में बीत रहा है।	बच्चे रो रहे हैं, बचपन उनका उनका रोने में बीत रहा है।
4: Pronoun Repetition	उन्होंने कहा कि वह अपने प्रथम सार्क शिखर सम्मेलन में भाग लेने को उत्सुक हैं।	उन्होंने कहा कि वह वह अपने प्रथम सार्क शिखर सम्मेलन में भाग लेने को उत्सुक हैं।
4: Pronoun Repetition	उसको आधार बनाकर दस हजार को पूरा करो न।	उसको उसको आधार बनाकर दस हजार को पूरा करो न।
4: Pronoun Repetition	सरकार के साथ आपका सीधा संबंध आना चाहिए।	सरकार के साथ आपका आपका सीधा संबंध आना चाहिए।
4: Pronoun Repetition	इन्हें पूरा करने का बीड़ा हमारी सरकार ने उठाया।	इन्हें इन्हें पूरा करने का बीड़ा हमारी सरकार ने उठाया।
4: Pronoun Repetition	और आज हमने देखा है कि ऐसी चीजों ने अपने जगह बना ली है।	और आज हमने हमने देखा है कि ऐसी चीजों ने अपने जगह बना ली है।
4: Pronoun Repetition	ये एक माहौल बना है।	ये ये एक माहौल बना है।
4: Pronoun Repetition	किसी को उनको कहने का कोई हक नहीं है।	किसी को उनको उनको कहने का कोई हक नहीं है।
4: Pronoun Repetition	तुम तो शेर हो।	तुम तुम तो शेर हो।
4: Pronoun Repetition	उन्होंने कहा कि हमें इसे सुधारने की जरूरत है।	उन्होंने उन्होंने कहा कि हमें इसे सुधारने की जरूरत है।
4: Pronoun Repetition	इसी भावना के साथ आप सबको हृदय से मेरी बहुत बहुत शुभकामनाएं।	इसी भावना के साथ आप सबको हृदय से मेरी मेरी बहुत बहुत शुभकामनाएं।
4: Pronoun Repetition	मुझे यह घोषणा करते हुए हर्ष हो रहा है कि हम मॉरीशस के साथ इसकी शुरुआत कर रहे हैं।	मुझे यह घोषणा करते हुए हर्ष हो रहा है कि हम मॉरीशस के साथ इसकी इसकी शुरुआत कर रहे हैं।
4: Pronoun Repetition	आपमें से बहुत लोग होंगे जिनको चुनाव में मतदान करने का सौभाग्य नहीं मिला।	आपमें आपमें से बहुत लोग होंगे जिनको चुनाव में मतदान करने का सौभाग्य नहीं मिला।
4: Pronoun Repetition	और उसमें एक लम्बे जीवन की बातें की जा सकती हैं क्या?	और उसमें उसमें एक लम्बे जीवन की बातें की जा सकती हैं क्या?
4: Pronoun Repetition	हमारी सरकार ने इसे लागू करने का कार्य किया और हजारों करोड़ रुपए की बेनामी संपत्ति जब्त की है।	हमारी सरकार ने इसे इसे लागू करने का कार्य किया और हजारों करोड़ रुपए की बेनामी संपत्ति जब्त की है।
4: Pronoun Repetition	इससे बुनियादी ढांचे और विनिर्माण क्षेत्र को बढ़ावा मिलेगा और किसानों को मुआवजा भी सुनिश्चित किया जायेगा।	इससे इससे बुनियादी ढांचे और विनिर्माण क्षेत्र को बढ़ावा मिलेगा और किसानों को मुआवजा भी सुनिश्चित किया जायेगा।
4: Pronoun Repetition	इनमें से प्रत्येक प्रोफेशनल्स को सपोर्ट स्टाफ की भी जरूरत पड़ी होगी।	इनमें इनमें से प्रत्येक प्रोफेशनल्स को सपोर्ट स्टाफ की भी जरूरत पड़ी होगी।
4: Pronoun Repetition	मेरा मत है कि जो पहली बार मतदाता बनता है न उसका उत्सव मनाना चाहिए।	मेरा मत है कि जो पहली बार मतदाता बनता है न उसका उसका उत्सव मनाना चाहिए।
4: Pronoun Repetition	अभी मैंने एक छोटा काम किया।	अभी मैंने मैंने एक छोटा काम किया।
4: Pronoun Repetition	अभी कुछ देर पहले अरुण जी आपसे बात कर रहे थे वो कुछ कह रहे थे।	अभी कुछ देर पहले अरुण जी आपसे आपसे बात कर रहे थे वो कुछ कह रहे थे।
4: Pronoun Repetition	बहुत सी आपकी बातें मुझे सरकार के काम में मदद करती हैं।	बहुत सी आपकी आपकी बातें मुझे सरकार के काम में मदद करती हैं।
4: Pronoun Repetition	क्या हुआ तुझे क्यों यहां डाल दिया?	क्या हुआ तुझे तुझे क्यों यहां डाल दिया?
4: Pronoun Repetition	इसका अर्थ है अनंत प्रचुरता।	इसका इसका अर्थ है अनंत प्रचुरता।
4: Pronoun Repetition	हम भाग्यशाली हैं कि वाजपयी जैसे महान नेता उन्होंने हमें छत्तीसगढ़ दिया।	हम भाग्यशाली हैं कि वाजपयी जैसे महान नेता उन्होंने हमें हमें छत्तीसगढ़ दिया।
4: Pronoun Repetition	और उस समय अनेक प्रकार के आंकड़े आते थे।	और उस उस समय अनेक प्रकार के आंकड़े आते थे।
4: Pronoun Repetition	इसके लिए वे अंतरिक्ष अनुसंधान भी कर रहे हैं।	इसके इसके लिए वे अंतरिक्ष अनुसंधान भी कर रहे हैं।
4: Pronoun Repetition	यह मेरी विदेश नीति विशेषकर लुक ईस्ट नीति के हृदय में है।	यह मेरी मेरी विदेश नीति विशेषकर लुक ईस्ट नीति के हृदय में है।
4: Pronoun Repetition	वो मेरा देश आगे बढ़ चला वो सपने को लेकर के आगे चलना है।	वो मेरा मेरा देश आगे बढ़ चला वो सपने को लेकर के आगे चलना है।
4: Pronoun Repetition	आवाज मां नर्मदा के उस किनारे तक पहुंचनी चाहिए, खम्बात की खाडी तक।	आवाज मां नर्मदा के उस उस किनारे तक पहुंचनी चाहिए, खम्बात की खाडी तक।
5: Partial Word	बैंक ऑफ बड़ौदाहस्तांतरिती बैंक होगा और विजया बैंक तथा देना बैंक हस्तांतरणकर्ता बैंक होंगे।	बैंक ऑफ बड बड़ौदाहस्तांतरिती बैंक होगा और विजया बैंक तथा देना बैंक हस्तांतरणकर्ता बैंक होंगे।
5: Partial Word	दोनों प्रधानमंत्रियों ने हेल्थ केयर के क्षेत्र में सहयोग शुरू करने का स्वागत किया।	दोनों प्रधानमं प्रधानमंत्रियों ने हेल्थ केयर के क्षेत्र में सहयोग शुरू करने का स्वागत किया।
5: Partial Word	एक पार्लियामेंट्री एसोसिएशन बहुत अच्छा चल रहा है।	एक पार्लियामे पार्लियामेंट्री एसोसिएशन बहुत अच्छा चल रहा है।
5: Partial Word	गैस इंफ्रास्ट्रक्चर के लिए जो योजनाएं अभी देश में चल रही हैं, उनसे लाखों लोगों को रोजगार मिलेगा।	गैस इंफ्रास्ट् इंफ्रास्ट्रक्चर के लिए जो योजनाएं अभी देश में चल रही हैं, उनसे लाखों लोगों को रोजगार मिलेगा।
5: Partial Word	बाजपेयी भी इन अर्थशास्त्रियों में शामिल थे।	बाजपेयी भी इन अर अर्थशास्त्रियों में शामिल थे।
5: Partial Word	इसके तहत नवीन एवं नवीकरणीय ऊर्जा और भंडारण प्रौद्योगिकियों के विकास व उपयोग पर फोकस किया जाएगा।	इसके तहत नवीन एवं नवीकरणीय ऊर्जा और भंडारण प प्रौद्योगिकियों के विकास व उपयोग पर फोकस किया जाएगा।
5: Partial Word	इस क्लब में दो दर्जन देशों के राष्ट्राध्यक्षों के निजी शेफ शामिल हैं।	इस क्लब में दो दर्जन देशों के राष राष्ट्राध्यक्षों के निजी शेफ शामिल हैं।
5: Partial Word	दोनों प्रधानमंत्रियों ने माना कि जलवायु परिवर्तन और कृषि पर इसका प्रभाव विश्व के लिये गंभीर चुनौती है।	दोनों प प्रधानमंत्रियों ने माना कि जलवायु परिवर्तन और कृषि पर इसका प्रभाव विश्व के लिये गंभीर चुनौती है।
5: Partial Word	आपके गर्मजोशी भरे और बुद्धिमत्तापूर्ण शब्दों के लिए महामहिम आपका धन्यवाद।	आपके गर्मजोशी भरे और बुद्धि बुद्धिमत्तापूर्ण शब्दों के लिए महामहिम आपका धन्यवाद।
5: Partial Word	भारत और जर्मनी विशाल लोकतंत्र, प्रमुख अर्थव्यवस्थाएं तथा क्षेत्रीय एवं अन्तर्राष्ट्रीय परिप्रेक्ष्य में महत्वपूर्ण देश हैं।	भारत और जर्मनी विशाल लोकतंत्र, प्रमुख अर्थव्यवस्थाएं तथा क्षेत्रीय एवं अन्त अन्तर्राष्ट्रीय परिप्रेक्ष्य में महत्वपूर्ण देश हैं।
5: Partial Word	डिस्ट्रीब्यूटेड लेजर एंड ब्लॉक चेन टेक्नोलॉजी में ब्रिक्स देशों के वित्तीय क्षेत्र में मौजूद तमाम चुनौतियों का समाधान मिलने की संभावना है।	डि डिस्ट्रीब्यूटेड लेजर एंड ब्लॉक चेन टेक्नोलॉजी में ब्रिक्स देशों के वित्तीय क्षेत्र में मौजूद तमाम चुनौतियों का समाधान मिलने की संभावना है।
5: Partial Word	सरकार द्वारा उन्नत भारत अभियान के तहत विश्वविद्यालयों को गांव के विकास के साथ जोड़ा जा रहा है।	सरकार द्वारा उन्नत भारत अभियान के तहत व विश्वविद्यालयों को गांव के विकास के साथ जोड़ा जा रहा है।
5: Partial Word	दोनों पक्ष दुर्लभ पृथ्वी सामग्रियों के प्रसंस्करण के प्रौद्योगिकियों के संयुक्त विकास की भी संभावना तलाशेंगे।	दोनों पक्ष दुर्लभ पृथ्वी सामग्रियों के प्रसंस्करण के प प्रौद्योगिकियों के संयुक्त विकास की भी संभावना तलाशेंगे।
5: Partial Word	प्रधानमंत्री किसान संपदा योजना के जरिए, हमारी सरकार खेत से लेकर बाजार तक, पूरी सप्लाई चेन को मजबूत कर रही है, आधुनिक एग्रीकल्चर इंफ्रास्ट्रक्चर तैयार कर रही है।	प्रधानमंत्री किसान संपदा योजना के जरिए, हमारी सरकार खेत से लेकर बाजार तक, पूरी सप्लाई चेन को मजबूत कर रही है, आधुनिक एग्रीकल्चर इ इंफ्रास्ट्रक्चर तैयार कर रही है।
5: Partial Word	ऐसे सहयोग को अंतरिक्ष अनुप्रयोग, रक्षा प्रौद्योगिकियों, विमानन, नई प्रौद्योगिकियों, संचार और सूचना प्रौद्योगिकी तक आगे ले जाया जाएगा।	ऐसे सहयोग को अंतरिक्ष अनुप्रयोग, रक्षा प्र प्रौद्योगिकियों, विमानन, नई प्र प्रौद्योगिकियों, संचार और सूचना प्रौद्योगिकी तक आगे ले जाया जाएगा।
5: Partial Word	मेडिकल फैकल्टी एंड आईआईटियन्स और स्पेशियली इक्विपमेंट मैन्यूफैक्चरिंग में भारत को हेल्थ सेक्टर के लिए अपनी बनाई हुई चीजें क्यों न मिले?	मेडिकल फैकल्टी एंड आईआईटियन्स और स्पेशियली इक्विपमेंट मैन मैन्यूफैक्चरिंग में भारत को हेल्थ सेक्टर के लिए अपनी बनाई हुई चीजें क्यों न मिले?
5: Partial Word	मुझे विश्वास है इससे चिकित्साकर्मियों कोइन इलाकों के लोगों को समर्पित सेवाएं देने की प्रेरणा मिलेगी।	मुझे विश्वास है इससे चिकित चिकित्साकर्मियों कोइन इलाकों के लोगों को समर्पित सेवाएं देने की प्रेरणा मिलेगी।
5: Partial Word	मैं आपको इलेक्ट्रॉनिक गुड्स की मैन्यूफैक्चरिंग का ही उदाहरण देना चाहता हूं।	मैं आपको इलेक्ट्रॉनिक गुड्स की म मैन्यूफैक्चरिंग का ही उदाहरण देना चाहता हूं।
5: Partial Word	क्या वे कौशल तथा उद्यमशीलता पैदा करने के लिए उचित प्रौद्योगिकियों का सृजन और निरूपण करेंगे?	क्या वे कौशल तथा उद्यमशीलता पैदा करने के लिए उचित प प्रौद्योगिकियों का सृजन और निरूपण करेंगे?
5: Partial Word	इसमें गैस आधारित उर्वरक संयंत्र, पेट्रोरसायन, फार्मास्यूटिकल्स और आईटी शामिल होंगे।	इसमें गैस आधारित उर्वरक संयंत्र, पेट्रोरसायन, फार्मास्यूटि फार्मास्यूटिकल्स और आईटी शामिल होंगे।
5: Partial Word	मोबाइल फोन मैन्यूफैक्चरिंग की अगर बात करें तो आज भारत दुनिया में दूसरे नंबर पर पहुंच गया है।	मोबाइल फोन मैन्यूफैक् मैन्यूफैक्चरिंग की अगर बात करें तो आज भारत दुनिया में दूसरे नंबर पर पहुंच गया है।
5: Partial Word	उन्नत सामग्री और प्रौद्योगिकियों के मद्देनजर अन्य क्षेत्रों को होने वाले बेहद फायदों की कल्पना करना भी आपको अच्छा लगेगा।	उन्नत सामग्री और प्रौद्योगिक प्रौद्योगिकियों के मद्देनजर अन्य क्षेत्रों को होने वाले बेहद फायदों की कल्पना करना भी आपको अच्छा लगेगा।
5: Partial Word	दोनों प्रधानमंत्रियों ने दीवाली को लेकर एक दूसरे को शुभकामनाएं दीं।	दोनों प्र प्रधानमंत्रियों ने दीवाली को लेकर एक दूसरे को शुभकामनाएं दीं।
5: Partial Word	मैन्यूफैक्चरिंग सेक्टर में काफी अच्छी वृद्धि देखी गई है।	म मैन्यूफैक्चरिंग सेक्टर में काफी अच्छी वृद्धि देखी गई है।
5: Partial Word	लॉ एंड ऑर्डर हो, करप्शन और ट्रांसपेरेंसी हो या फिर इंफ्रास्ट्रक्चर से जुड़े काम, हर मोर्चे पर मणिपुर सरकार तेजी से काम कर रही है।	लॉ एंड ऑर्डर हो, करप्शन और ट्रांसपेरेंसी हो या फिर इंफ इंफ्रास्ट्रक्चर से जुड़े काम, हर मोर्चे पर मणिपुर सरकार तेजी से काम कर रही है।
5: Partial Word	हम पूंजी निवेश के लिए नेशनल इनवेस्टमेंट एंड इन्फ्रास्ट्रक्चर फंड का गठन कर रहे हैं।	हम पूंजी निवेश के लिए नेशनल इनवेस्टमेंट एंड इन इन्फ्रास्ट्रक्चर फंड का गठन कर रहे हैं।
5: Partial Word	उन्होंने कहा कि दुनिया भर के विश्वविद्यालयों में गुरूदेव टैगोर आज भी अध्ययन का एक विषय है।	उन्होंने कहा कि दुनिया भर के विश विश्वविद्यालयों में गुरूदेव टैगोर आज भी अध्ययन का एक विषय है।
5: Partial Word	इसके अलावा, हाइड्रोकार्बन अन्वेषण और लाइसेंसिंग नीति की शुरूआत के जरिये क्षेत्र में पारदर्शिता और प्रतिस्पर्धात्मकता स्थापित की है।	इसके अलावा, हाइड्रोकार्बन अन्वेषण और लाइसेंसिंग नीति की शुरूआत के जरिये क्षेत्र में पारदर्शिता और प्रति प्रतिस्पर्धात्मकता स्थापित की है।
5: Partial Word	टर्मिनोलॉजिकली, मैं कोई डिप्लोमेट नहीं हूं।	टर टर्मिनोलॉजिकली, मैं कोई डिप्लोमेट नहीं हूं।
5: Partial Word	इससे कार्बनडाइक्साइड का उत्सर्जन पर्याप्त मात्रा में कम हुआ है।	इससे कार्बनड कार्बनडाइक्साइड का उत्सर्जन पर्याप्त मात्रा में कम हुआ है।
5: Partial Word	यह सुविधा पीपीपी मोड के तहत एमपीडब्ल्यूएलसी द्वारा जुटाई जा रही है।	यह सुविधा पीपीपी मोड के तहत एमप एमपीडब्ल्यूएलसी द्वारा जुटाई जा रही है।
5: Partial Word	उन्होंने कहा कि अधिक ऊर्जा सुरक्षा के लिए यह आवश्यक और जिम्मेदारीपूर्ण सुधार किए गए हैं।	उन्होंने कहा कि अधिक ऊर्जा सुरक्षा के लिए यह आवश्यक और जिम जिम्मेदारीपूर्ण सुधार किए गए हैं।
5: Partial Word	और ये नसीब के कारण नहीं हुआ है, मोदी के कारण भी नहीं हुआ है, ये सवा सौ करोड़ हिन्दुस्तानियों के कारण हुआ है।	और ये नसीब के कारण नहीं हुआ है, मोदी के कारण भी नहीं हुआ है, ये सवा सौ करोड़ हिन्दुस्तान हिन्दुस्तानियों के कारण हुआ है।
5: Partial Word	प्रधानमंत्री ने कहा कि प्रक्रियाओं में मानव हस्तक्षेप को घटाना और आधुनिक व डिजिटल प्रौद्योगिकियों के उपयोग को बढ़ाना जरूरी है।	प्रधानमंत्री ने कहा कि प्रक्रियाओं में मानव हस्तक्षेप को घटाना और आधुनिक व डिजिटल प्रौद्य प्रौद्योगिकियों के उपयोग को बढ़ाना जरूरी है।
5: Partial Word	दोनों देशों ने सुरक्षा परिषद को उभरती चुनौतियों से निपटने के लिए अधिक प्रतिनिधित्वपूर्ण और कारगर बनाने का संकल्प दोहराया।	दोनों देशों ने सुरक्षा परिषद को उभरती चुनौतियों से निपटने के लिए अधिक प्र प्रतिनिधित्वपूर्ण और कारगर बनाने का संकल्प दोहराया।
5: Partial Word	शीर्ष अर्थशास्त्रियों के द्वारा भारत के डिजिटल कौशल को स्वीकार किया गया है।	शीर्ष अ अर्थशास्त्रियों के द्वारा भारत के डिजिटल कौशल को स्वीकार किया गया है।
5: Partial Word	इस योजना ने पिछले तीन वर्षों में देश को तीन करोड़ नए आंत्रप्रन्योर्स दिए हैं।	इस योजना ने पिछले तीन वर्षों में देश को तीन करोड़ नए आ आंत्रप्रन्योर्स दिए हैं।
5: Partial Word	छत्तीसगढ़ के दांतेवाड़ा एवं तमिलनाडु के सलेम की महिला स्वच्छताग्रहियों ने प्रधानमंत्री को स्वच्छता की दिशा में अपने प्रयासों के बारे में जानकारी दी।	छत्तीसगढ़ के दांतेवाड़ा एवं तमिलनाडु के सलेम की महिला स स्वच्छताग्रहियों ने प्रधानमंत्री को स्वच्छता की दिशा में अपने प्रयासों के बारे में जानकारी दी।
