TYPE	FLUENT	DISFLUENT
2: Word Repetition	आज बस स्थानकांवर जाणाऱ्या अतिगरीब माणसालाही श्रीमंतांना विमानतळावर मिळणाऱ्या सर्व सोयी मिळतात.	आज आज बस स्थानकांवर जाणाऱ्या अतिगरीब माणसालाही श्रीमंतांना विमानतळावर मिळणाऱ्या सर्व सोयी मिळतात.
2: Word Repetition	तुमच्याशी संवाद साधण्याची संधी दिल्याबद्दल मी तुम्हा सर्वांचे आभार मानतो.	तुमच्याशी संवाद साधण्याची संधी दिल्याबद्दल मी तुम्हा सर्वांचे सर्वांचे आभार मानतो.
2: Word Repetition	खरं तर ते सांगू शकले असते की मोदीजी, आधीच्या सर्व सरकारांनी आम्हाला आश्वासनांशिवाय काहीही दिले नाही.	खरं तर ते सांगू शकले असते की मोदीजी, आधीच्या सर्व सरकारांनी आम्हाला आम्हाला आश्वासनांशिवाय काहीही दिले नाही.
2: Word Repetition	गरीबातल्या गरीब व्यक्तीसाठी ते घर म्हणजे केवळ निवाऱ्याचे ठिकाण नाही तर मानसन्मानाचे साधन बनावे, कुटुंबाची प्रतिष्ठा राखण्याची संधी त्या घरामुळे मिळावी.	गरीबातल्या गरीब व्यक्तीसाठी ते घर घर म्हणजे केवळ निवाऱ्याचे ठिकाण नाही तर मानसन्मानाचे साधन बनावे, कुटुंबाची प्रतिष्ठा राखण्याची संधी त्या घरामुळे मिळावी.
2: Word Repetition	हा फतेह बुरुज केवळ पंजाब मध्येच नाही, तर देशाच्या इतर भागातही, तरुणांसाठी तसेच भावी पिढयांसाठी एक प्रेरणा स्रोत आहे.	हा फतेह बुरुज केवळ पंजाब मध्येच नाही, तर देशाच्या इतर भागातही, तरुणांसाठी तसेच भावी पिढयांसाठी एक प्रेरणा प्रेरणा स्रोत आहे.
2: Word Repetition	आता यापुढचे दशक अतिशय महत्त्वाचे आहे.	आता यापुढचे दशक अतिशय अतिशय महत्त्वाचे आहे.
2: Word Repetition	श्रद्धेचा हा मेळावा तुमच्यासाठी एक वेगळा अनुभव असेल.	श्रद्धेचा हा हा मेळावा तुमच्यासाठी एक वेगळा अनुभव असेल.
2: Word Repetition	मी देशातील सर्व राज्यांना निमंत्रण देतो.	मी मी देशातील सर्व राज्यांना निमंत्रण देतो.
2: Word Repetition	विचारात किती स्पष्टता होती पहा.	विचारात किती किती स्पष्टता होती पहा. पहा.
2: Word Repetition	अशा वेळेस विचारांशी जुळवून घेत, सामंजस्य कसे राहील, याचा प्रयत्न करतो.	अशा वेळेस विचारांशी जुळवून घेत, सामंजस्य कसे राहील, याचा याचा प्रयत्न करतो.
2: Word Repetition	जर एखादी व्यक्ती आपलीच संपत्ती विकून आलेल्या पैशातून स्टार्ट अप सुरु करणार असेल तर त्याला भांडवली करातून सूट दिली जाईल.	जर एखादी व्यक्ती आपलीच संपत्ती विकून आलेल्या पैशातून स्टार्ट अप सुरु सुरु करणार असेल तर त्याला भांडवली करातून सूट दिली जाईल.
2: Word Repetition	भारताच्या इतिहासाकडे एकदा नजर टाका.	भारताच्या इतिहासाकडे इतिहासाकडे एकदा नजर नजर टाका.
2: Word Repetition	मेट्रो रेल्वेच्या डब्यांची भारतात निर्मिती करुन मेक इन इंडियाला प्रोत्साहन देण्याचा हेतू असल्याचे पंतप्रधान म्हणाले.	मेट्रो रेल्वेच्या डब्यांची भारतात निर्मिती करुन मेक इन इंडियाला प्रोत्साहन प्रोत्साहन देण्याचा हेतू असल्याचे पंतप्रधान म्हणाले.
3: Phrase Repetition	अगदी युद्धातही या महिला सहभागी झाल्या होत्या.	अगदी युद्धातही या युद्धातही या महिला सहभागी झाल्या होत्या.
3: Phrase Repetition	एवढे सगळे झाले, त्यांच्यावर एक कलंक देखील लागला नाही.	एवढे सगळे झाले, सगळे झाले, त्यांच्यावर एक कलंक देखील लागला नाही.
3: Phrase Repetition	हा करार पाच वर्षांसाठी अस्तित्वात असेल.	हा करार हा करार पाच वर्षांसाठी अस्तित्वात असेल.
3: Phrase Repetition	मात्र मी त्या पाच हजार लोकांकडून अपेक्षा करतो की, हा मुद्दा पुढे नेण्याचे तुमचे काम आहे आणि तुम्ही ऑनलाईन सर्वांना तयार करा.	मात्र मी त्या पाच हजार लोकांकडून पाच हजार लोकांकडून अपेक्षा करतो की, हा मुद्दा पुढे नेण्याचे तुमचे काम आहे आणि तुम्ही ऑनलाईन सर्वांना तयार करा.
3: Phrase Repetition	अशा प्रकारच्या हजारो गोष्टी तुम्हाला या तीन वर्षात सरकारमध्ये आढळतील.	अशा प्रकारच्या हजारो गोष्टी तुम्हाला या तीन वर्षात तीन वर्षात सरकारमध्ये आढळतील.
3: Phrase Repetition	नाहीतर मी त्यासाठी एक लाख नव्या युवकांना नोकरी द्यायला लागली तरी देईन आणि त्यांना हे काम देईन.	नाहीतर मी त्यासाठी एक लाख नव्या युवकांना नोकरी द्यायला लागली तरी देईन आणि त्यांना आणि त्यांना हे काम देईन.
3: Phrase Repetition	मी पाहिले छत्तीसगडमध्ये असे अनेक कार्यक्रम सुरु केले आहेत.	मी पाहिले मी पाहिले छत्तीसगडमध्ये असे अनेक कार्यक्रम सुरु केले आहेत.
3: Phrase Repetition	आता बांबू हे झाड आहे की नाही, यावरून आपल्याकडे दोन वेगवेगळे कायदे होते.	आता बांबू हे झाड हे झाड आहे की नाही, यावरून आपल्याकडे दोन वेगवेगळे कायदे होते.
3: Phrase Repetition	या सर्व प्रक्रिया आता सगळीकडे समान होतील.	या सर्व प्रक्रिया आता सगळीकडे समान सगळीकडे समान होतील.
3: Phrase Repetition	आणि जो सर्वाधिक गरजू असेल त्यालाच पहिले मिळेल.	आणि जो आणि जो सर्वाधिक गरजू असेल त्यालाच पहिले मिळेल.
3: Phrase Repetition	त्यांनी स्वच्छता आणि आरोग्याच्या महत्त्वावर जोर दिला आणि या मुद्यांना देखील सर्वोच्य प्राधान्य दिले पाहिजे असे सांगितले.	त्यांनी स्वच्छता आणि आरोग्याच्या महत्त्वावर जोर दिला आणि या मुद्यांना देखील सर्वोच्य प्राधान्य दिले प्राधान्य दिले पाहिजे असे सांगितले.
3: Phrase Repetition	एक प्रकारचा सुखद अनुभव आहे हा.	एक प्रकारचा सुखद अनुभव सुखद अनुभव आहे हा.
3: Phrase Repetition	सध्या येथे १२, ९७० घरे असून पुनर्विकास झाल्यावर त्यांची संख्या २५, ६६७ पर्यंत जाईल.	सध्या येथे १२, ९७० घरे असून घरे असून पुनर्विकास झाल्यावर त्यांची संख्या २५, ६६७ पर्यंत जाईल.
3: Phrase Repetition	अडथळे नष्ट करुन लोकांमध्ये आपलेपणाची भावना निर्माण करणे	अडथळे नष्ट करुन अडथळे नष्ट करुन लोकांमध्ये आपलेपणाची भावना निर्माण करणे
3: Phrase Repetition	आपल्यामधील फलदायी चर्चेबद्दल मी आभारी आहे.	आपल्यामधील फलदायी चर्चेबद्दल फलदायी चर्चेबद्दल मी आभारी आहे.
3: Phrase Repetition	पण त्याचवेळी आपण फुटबॉल आणि हॉकीला विसरणे योग्य नाही.	पण त्याचवेळी आपण फुटबॉल आणि हॉकीला विसरणे योग्य विसरणे योग्य नाही.
3: Phrase Repetition	मलेशियात भारतीय कंपन्यांचे मोठे अस्तित्व आहे.	मलेशियात भारतीय कंपन्यांचे भारतीय कंपन्यांचे मोठे अस्तित्व आहे.
3: Phrase Repetition	अडचणींचा जर हिशोब लावला तर त्या वाढतच जातील.	अडचणींचा जर हिशोब लावला तर जर हिशोब लावला तर त्या वाढतच जातील.
3: Phrase Repetition	हीदेखील आमच्यासाठी सन्मान आणि गौरवाची गोष्ट आहे.	हीदेखील आमच्यासाठी सन्मान आणि गौरवाची गोष्ट गौरवाची गोष्ट आहे.
3: Phrase Repetition	गरीब सतत काहीतरी मागत राहतो, गरिबाला काहीतरी मोफत दिले पाहिजे, हा त्यांचा विचार अगदी चुकीचा होता.	गरीब सतत काहीतरी सतत काहीतरी मागत राहतो, गरिबाला काहीतरी मोफत दिले पाहिजे, हा त्यांचा विचार अगदी चुकीचा होता.
3: Phrase Repetition	पंतप्रधानांनी सौदी अरेबियाचे राजे सलमान बिन अब्दुल अझीझ यांचीही भेट घेतली.	पंतप्रधानांनी सौदी अरेबियाचे राजे सलमान बिन अब्दुल अझीझ यांचीही अझीझ यांचीही भेट घेतली.
3: Phrase Repetition	त्या राज्यांचा यात कोणताही दोष नाही.	त्या राज्यांचा यात कोणताही यात कोणताही दोष नाही.
3: Phrase Repetition	आज आपण ही संधी पुन्हा गमावू शकत नाही.	आज आपण ही संधी पुन्हा गमावू ही संधी पुन्हा गमावू शकत नाही.
3: Phrase Repetition	हा देश राजा महाराजांनी बनवला, अशी या देशाची धारणा कधीच नव्हती.	हा देश राजा महाराजांनी बनवला, अशी या अशी या देशाची धारणा कधीच नव्हती.
3: Phrase Repetition	या युवा महोत्सवासाठी माझ्या अनेकानेक शुभेच्छा.	या युवा महोत्सवासाठी माझ्या या युवा महोत्सवासाठी माझ्या अनेकानेक शुभेच्छा.
3: Phrase Repetition	हा यूपीए सरकारचा सर्वात मोठा गैरव्यवहार होता.	हा यूपीए हा यूपीए सरकारचा सर्वात मोठा गैरव्यवहार होता.
3: Phrase Repetition	पाच कंपन्या बंद झाल्या तर भारतात वादळ येते.	पाच कंपन्या बंद कंपन्या बंद झाल्या तर भारतात वादळ येते.
3: Phrase Repetition	आणि म्हणूनच याची प्रशंसा होणार आहे.	आणि म्हणूनच याची प्रशंसा होणार प्रशंसा होणार आहे.
3: Phrase Repetition	मी पुन्हा एकदा तुम्हा सर्वांचे आभार व्यक्त करतो.	मी पुन्हा एकदा पुन्हा एकदा तुम्हा सर्वांचे आभार व्यक्त करतो.
3: Phrase Repetition	अशी घटना दुसरीकडे कुठे घडली असती तर जगभर त्याची चर्चा झाली असती, संपूर्ण विश्वामध्ये जयजयकार झाला असता.	अशी घटना दुसरीकडे कुठे घडली असती तर जगभर तर जगभर त्याची चर्चा झाली असती, संपूर्ण विश्वामध्ये जयजयकार झाला असता.
3: Phrase Repetition	जे काही अर्पण केले, तेव्हा मनात विचार आला असेल की, यातून काही पुण्य पदरी पडेल.	जे काही अर्पण केले, तेव्हा मनात विचार आला असेल विचार आला असेल की, यातून काही पुण्य पदरी पडेल.
3: Phrase Repetition	याप्रकारे जगाच्या आवडीचा आपल्या विकासावर परिणाम होईल.	याप्रकारे जगाच्या आवडीचा आपल्या विकासावर परिणाम विकासावर परिणाम होईल.
3: Phrase Repetition	आणि त्यामुळे खरोखर गरजू लाभार्थी मात्र वंचित राहात होते.	आणि त्यामुळे खरोखर गरजू लाभार्थी गरजू लाभार्थी मात्र वंचित राहात होते.
3: Phrase Repetition	आखाती देशांचा मी मनापासून आभारी आहे.	आखाती देशांचा आखाती देशांचा मी मनापासून आभारी आहे.
3: Phrase Repetition	आपल्याला अशी रेल्वे चालवायची आहे का?	आपल्याला अशी रेल्वे चालवायची आहे का? चालवायची आहे का?
4: Pronoun Repetition	आणि देशाने याकडे लक्ष द्यावे अशी माझी इच्छा आहे.	आणि देशाने याकडे लक्ष द्यावे अशी माझी माझी इच्छा आहे.
4: Pronoun Repetition	भारतात जे बदल घडत आहेत, ज्या नवीन संधी निर्माण होत आहेत त्यामध्ये तुमचे योगदान खूप महत्वपूर्ण आहे.	भारतात जे बदल घडत आहेत, ज्या नवीन संधी निर्माण होत आहेत त्यामध्ये तुमचे तुमचे योगदान खूप महत्वपूर्ण आहे.
4: Pronoun Repetition	माझ्या सक्षमीकरणाचा जो जाहीरनामा आहे त्याचा समावेश त्यामध्ये आहे का, एखाद्या शब्दाची त्यामध्ये कमतरता तर नाही ना.	माझ्या सक्षमीकरणाचा जो जाहीरनामा आहे त्याचा त्याचा समावेश त्यामध्ये आहे का, एखाद्या शब्दाची त्यामध्ये कमतरता तर नाही ना.
4: Pronoun Repetition	आणि तुम्हाला तुमचे घर मिळण्यासाठी २० वर्षे थांबावं लागलं असतं.	आणि तुम्हाला तुमचे तुमचे घर मिळण्यासाठी २० वर्षे थांबावं लागलं असतं.
4: Pronoun Repetition	माझी अशी इच्छा आहे की जम्मू आणि आजूबाजूच्या क्षेत्रांत या मॉडेलचा अधिकाधिक प्रसार आणि वापर व्हावा.	माझी माझी अशी इच्छा आहे की जम्मू आणि आजूबाजूच्या क्षेत्रांत या मॉडेलचा अधिकाधिक प्रसार आणि वापर व्हावा.
4: Pronoun Repetition	आमच्या निर्मल सिंहजी सोबत खुप गोष्टी करण्याची संधी आम्हाला मिळाली.	आमच्या आमच्या निर्मल सिंहजी सोबत खुप गोष्टी करण्याची संधी आम्हाला मिळाली.
4: Pronoun Repetition	आज मी पाहत होतो, तुमच्या सादरीकरणात विचारांची स्पष्टता ज्याला म्हणतात, ती मला जाणवत होती.	आज मी पाहत होतो, तुमच्या सादरीकरणात विचारांची स्पष्टता ज्याला म्हणतात, ती ती मला जाणवत होती.
4: Pronoun Repetition	अशी आव्हाने उद्भवू शकतात हेच आपल्याला माहीत नसताना, या आव्हानांना आपण कसे सामोरे जाणार आहोत?	अशी आव्हाने उद्भवू शकतात हेच आपल्याला माहीत नसताना, या आव्हानांना आपण आपण कसे सामोरे जाणार आहोत?
4: Pronoun Repetition	त्यांचे भारतात स्वागत करण्यासाठी मी उत्सुक आहे.	त्यांचे त्यांचे भारतात स्वागत करण्यासाठी मी उत्सुक आहे.
4: Pronoun Repetition	आपण टी. व्ही. वर जाहिराती बघता, परंतु आपण कधी कधी कृतीच्या संदर्भात थोडे उदासिन असतो.	आपण टी. व्ही. वर जाहिराती बघता, परंतु आपण आपण कधी कधी कृतीच्या संदर्भात थोडे उदासिन असतो.
4: Pronoun Repetition	आज आम्ही बांबूविषयी निर्णय घेतला. तुमचा दोष नाही.	आज आम्ही बांबूविषयी निर्णय घेतला. तुमचा तुमचा दोष नाही.
4: Pronoun Repetition	प्रत्येक भारतीय कोणताही खेळ खेळत असो किंवा कोणत्याही खेळत त्याला रस असो, हॉकी प्रती त्याच्या मनात एक आत्मीयता असतेच.	प्रत्येक भारतीय कोणताही खेळ खेळत असो किंवा कोणत्याही खेळत त्याला रस असो, हॉकी प्रती त्याच्या त्याच्या मनात एक आत्मीयता असतेच.
4: Pronoun Repetition	आजचा हा दिवस तुमच्या सेवेसोबतच, तुमचे शौर्य आणि सर्वोच्च बलिदानाचे स्मरण करण्याचाही दिवस आहे. आपले पोलीस आणि निमलष्करी दलात ही शौर्य आणि बलिदानाची मोठी परंपरा आहे.	आजचा हा दिवस तुमच्या सेवेसोबतच, तुमचे तुमचे शौर्य आणि सर्वोच्च बलिदानाचे स्मरण करण्याचाही दिवस आहे. आपले पोलीस आणि निमलष्करी दलात ही शौर्य आणि बलिदानाची मोठी परंपरा आहे.
4: Pronoun Repetition	तुमच्या कुटुंबात जर काही अडचण आली, तर तुम्हाला हे विम्याचे दोन लाख रुपये लगेच मिळतील, अशी व्यवस्था सरकारने केली आहे.	तुमच्या तुमच्या कुटुंबात जर काही अडचण आली, तर तुम्हाला हे विम्याचे दोन लाख रुपये लगेच मिळतील, अशी व्यवस्था सरकारने केली आहे.
4: Pronoun Repetition	तर माझा प्रश्न असा आहे की, आपण या कार्यक्रमाला राजकारणापासून दूर ठेवण्यात यश कसं मिळवलं?	तर माझा माझा प्रश्न असा आहे की, आपण या कार्यक्रमाला राजकारणापासून दूर ठेवण्यात यश कसं मिळवलं?
4: Pronoun Repetition	ते पण भारताचे राष्ट्रपती होते आणि ते ही मुलांवर खूप प्रेम करत असत.	ते ते पण भारताचे राष्ट्रपती होते आणि ते ही मुलांवर खूप प्रेम करत असत.
4: Pronoun Repetition	मी सर्व देशवासीयांतर्फे तिच्या उज्ज्वल भविष्यासाठी प्रार्थना करतो.	मी सर्व देशवासीयांतर्फे तिच्या तिच्या उज्ज्वल भविष्यासाठी प्रार्थना करतो.
4: Pronoun Repetition	रेल्वे भारताचे एवढे मोठे जाळे आहे मात्र तिची हालचाल, रूप, रंग, ढंग मागच्या शतकातील आहे.	रेल्वे भारताचे एवढे मोठे जाळे आहे मात्र तिची तिची हालचाल, रूप, रंग, ढंग मागच्या शतकातील आहे.
4: Pronoun Repetition	आपण यावर विचार करायला हवा	आपण आपण यावर विचार करायला हवा
4: Pronoun Repetition	माझी स्वतःची विशेष आवड कशात आहे?	माझी माझी स्वतःची विशेष आवड कशात आहे?
4: Pronoun Repetition	पण त्याला संधी मिळाली नाही आणि त्याची ही दुरावस्था झाली.	पण त्याला संधी मिळाली नाही आणि त्याची त्याची ही दुरावस्था झाली.
4: Pronoun Repetition	आणि आपलं भविष्य हे तुम्ही काय निवडता आणि तुम्ही काय कृती करता यावर अवलंबून आहे.	आणि आपलं भविष्य हे तुम्ही तुम्ही काय निवडता आणि तुम्ही काय कृती करता यावर अवलंबून आहे.
4: Pronoun Repetition	यावर तुम्ही लक्ष केंद्रीत करा, एवढीच माझी अपेक्षा आहे.	यावर तुम्ही तुम्ही लक्ष केंद्रीत करा, एवढीच माझी माझी अपेक्षा आहे.
4: Pronoun Repetition	माझे हे काम सोशल मिडीयाने केले.	माझे माझे हे काम सोशल मिडीयाने केले.
4: Pronoun Repetition	इतर लोकही तुमच्या संघर्षाची कहाणी वाचतील, ऐकतील.	इतर लोकही तुमच्या तुमच्या संघर्षाची कहाणी वाचतील, ऐकतील.
4: Pronoun Repetition	मित्रांनो, आपल्याकडे आज एक उत्तम संधी आहे, आपण त्या पिढीतील आहोत ज्यांना देशाच्या स्वातंत्र्यासाठी प्राणांची बाजी लावण्याचे सौभाग्य लाभले नाही मात्र राष्ट्र निर्माणासाठी जगण्याचे आणि देशासाठी काही करण्याची संधी आपल्याला नक्की मिळाली आहे.	मित्रांनो, आपल्याकडे आज एक उत्तम संधी आहे, आपण त्या त्या पिढीतील आहोत ज्यांना देशाच्या स्वातंत्र्यासाठी प्राणांची बाजी लावण्याचे सौभाग्य लाभले नाही मात्र राष्ट्र निर्माणासाठी जगण्याचे आणि देशासाठी काही करण्याची संधी आपल्याला नक्की मिळाली आहे.
4: Pronoun Repetition	आमची इच्छा आहे की राज्या राज्यांमध्ये स्पर्धा व्हावी.	आमची आमची इच्छा आहे की राज्या राज्यांमध्ये स्पर्धा व्हावी.
4: Pronoun Repetition	त्यामुळे त्याचा आजार अधिक बळावतो.	त्यामुळे त्याचा त्याचा आजार अधिक बळावतो.
4: Pronoun Repetition	पण माझी इच्छा आहे की, हे एक छायाचित्र, हीच एक घटना, हेच त्याच्या आयुष्याचं सर्व काही आहे, असे नाही झाले पाहिजे.	पण माझी माझी इच्छा आहे की, हे एक छायाचित्र, हीच एक घटना, हेच त्याच्या आयुष्याचं सर्व काही आहे, असे नाही झाले पाहिजे.
4: Pronoun Repetition	बंधू भगिनींनो, आपण सर्व आज नर्मदा मातेच्या कुशीत जमलो आहोत.	बंधू भगिनींनो, आपण आपण सर्व आज नर्मदा मातेच्या कुशीत जमलो आहोत.
4: Pronoun Repetition	माझी आणखी एक अपेक्षा आहे.	माझी माझी आणखी एक अपेक्षा आहे.
4: Pronoun Repetition	मित्रांनो, आमची प्रत्येक योजना देशातील प्रत्येक व्यक्तीला सन्मान, सुरक्षा आणि स्वाभिमानी जीवन देण्याच्या दिशेने पुढे जात आहे.	मित्रांनो, आमची आमची प्रत्येक योजना देशातील प्रत्येक व्यक्तीला सन्मान, सुरक्षा आणि स्वाभिमानी जीवन देण्याच्या दिशेने पुढे जात आहे.
4: Pronoun Repetition	आणि तुम्ही केलेल्या उत्साहपूर्ण स्वागतासाठी मी तुमचा खूप आभारी आहे.	आणि तुम्ही केलेल्या उत्साहपूर्ण स्वागतासाठी मी तुमचा तुमचा खूप आभारी आहे.
4: Pronoun Repetition	जे तुम्हाला परीक्षेत उत्तीर्ण करायचा मार्ग दाखवतात त्यामुळे आम्हाला त्यांची खरी प्रतिभा आणि क्षमता समजत नाही.	जे तुम्हाला परीक्षेत उत्तीर्ण करायचा मार्ग दाखवतात त्यामुळे आम्हाला त्यांची त्यांची खरी प्रतिभा आणि क्षमता समजत नाही.
4: Pronoun Repetition	श्रीकृष्णाच्या जीवनातही युद्ध होते, रामाच्या जीवनातही युद्ध होते मात्र आपण असे लोक आहोत जे युद्धाकडून बुद्धाकडे वाटचाल करतात.	श्रीकृष्णाच्या जीवनातही युद्ध होते, रामाच्या जीवनातही युद्ध होते मात्र आपण आपण असे लोक आहोत जे युद्धाकडून बुद्धाकडे वाटचाल करतात.
5: Partial Word	नानाजी देशमुख यांच्या जन्मशताब्दी वर्षाच्या उद्घाटनानिमित्त आज नवी दिल्लीत पुसा इथल्या आयरी संस्थेत झालेल्या विशेष कार्यक्रमात पंतप्रधान नरेंद्र मोदी उपस्थित होते.	नानाजी देशमुख यांच्या जन्मशताब्दी वर्षाच्या उद उद्घाटनानिमित्त आज नवी दिल्लीत पुसा इथल्या आयरी संस्थेत झालेल्या विशेष कार्यक्रमात पंतप्रधान नरेंद्र मोदी उपस्थित होते.
5: Partial Word	एपीटीएच्या मंत्रिपरिषदेच्या लवकरच होणाऱ्या चौथ्या सत्रात या सर्व निर्णयांची अधिकृतपणे अंमलबजावणी होईल.	एपीटीएच्या मंत्रि मंत्रिपरिषदेच्या लवकरच होणाऱ्या चौथ्या सत्रात या सर्व निर्णयांची अधिकृतपणे अंमलबजावणी होईल.
5: Partial Word	ऊर्जानिर्मितीचा खर्च कमी करता येईल?	ऊर ऊर्जानिर्मितीचा खर्च कमी करता येईल?
5: Partial Word	शहरी भागातील गृहनिर्माण क्षेत्रात बांधकामाशी संबंधित नवीन तंत्रज्ञानाच्या वापरावर भर दिला जात आहे.	शहरी भागातील गृहनिर्माण क्षेत्रात बांधकामाशी संबंधित नवीन तं तंत्रज्ञानाच्या वापरावर भर दिला जात आहे.
5: Partial Word	त्यांनी सहावी घोषणा करतांना सांगितले की, केंद्र सरकारच्या सार्वजनिक उपक्रमांतर्गातील, उद्योगांनी आता जीईएम अवलंबणे अनिवार्य आहे.	त्यांनी सहावी घोषणा करतांना सांगितले की, केंद्र सरकारच्या सार्वजनिक उपक्र उपक्रमांतर्गातील, उद्योगांनी आता जीईएम अवलंबणे अनिवार्य आहे.
5: Partial Word	विद्यार्थ्यांसाठी संपूर्ण वर्षभर एकच वेळापत्रक योग्य नसते.	विद् विद्यार्थ्यांसाठी संपूर्ण वर्षभर एकच वेळापत्रक योग्य नसते.
5: Partial Word	माझी ती जबाबदारी आहे आणि उत्तरप्रदेशच्या लोकांचा माझ्यावर हक्कही आहे.	माझी ती जबाबदारी आहे आणि उत उत्तरप्रदेशच्या लोकांचा माझ्यावर हक्कही आहे.
5: Partial Word	मग, इतके द्या, मी तुमचे काम करतो, इतकेच द्याल तर काम होणार नाही, तो आला तर हे होईल अशा सगळ्या कटकटींमधून भारतातील सर्वसामान्यांची सुटका होईल.	मग, इतके द्या, मी तुमचे काम करतो, इतकेच द्याल तर काम होणार नाही, तो आला तर हे होईल अशा सगळ्या कटकटींमधून भारतातील सर् सर्वसामान्यांची सुटका होईल.
5: Partial Word	तेव्हापासूनच्या द्विपक्षीय संबंधांमधील प्रगतीबाबत दोन्ही नेत्यांनी आढावा घेतला, तसेच द्विपक्षीय व्यापर आणि गुंतवणूकविषयक संबंध अधिक दृढ करण्याच्या पर्यायांबद्दल चर्चा केली.	तेव्ह तेव्हापासूनच्या द्विपक्षीय संबंधांमधील प्रगतीबाबत दोन्ही नेत्यांनी आढावा घेतला, तसेच द्विपक्षीय व्यापर आणि गुंतवणूकविषयक संबंध अधिक दृढ करण्याच्या पर्यायांबद्दल चर्चा केली.
5: Partial Word	हिमालयाच्या कुशीतून निघते आणि कन्याकुमारीच्या समुद्रापर्यंत पोहोचते	हिमालयाच्या कुशीतून निघते आणि कन कन्याकुमारीच्या समुद्रापर्यंत पोहोचते
5: Partial Word	महिलांच्या आयुष्यातील प्रत्येक टप्पा लक्षात घेत योजना आखल्या आणि मला आज सांगताना अभिमान वाटतो, की मंत्रिमंडळाच्या सुरक्षाविषयक समितीमध्ये आज दोन महिलांचा समावेश आहे.	महिलांच्या आयुष्यातील प्रत्येक टप्पा लक्षात घेत योजना आखल्या आणि मला आज सांगताना अभिमान वाटतो, की मं मंत्रिमंडळाच्या सुरक्षाविषयक समितीमध्ये आज दोन महिलांचा समावेश आहे.
5: Partial Word	ते म्हणाले कि ज्याप्रकारे ते जिल्हाधिकाऱ्यांबरोबर मंथन करत आहेत, तसे ते त्यांच्या जिल्ह्यातही करू शकतात.	ते म्हणाले कि ज्याप्रकारे ते जिल् जिल्हाधिकाऱ्यांबरोबर मंथन करत आहेत, तसे ते त्यांच्या जिल्ह्यातही करू शकतात.
5: Partial Word	पंतप्रधानांच्या अमेरिका भेटीदरम्यान घेतलेल्या निर्णयांच्या अंमलबजावणी विषयी मॅटिस यांनी पंतप्रधानांना माहिती दिली.	पंत पंतप्रधानांच्या अमेरिका भेटीदरम्यान घेतलेल्या निर्णयांच्या अंमलबजावणी विषयी मॅटिस यांनी पंतप्रधानांना माहिती दिली.
5: Partial Word	उद्या कृष्णजन्मही आहे आणि राधाकृष्णन यांचाही जन्मदिन आहे आणि याच कारणामुळे मला आज विद्यार्थ्यांना भेटण्याची संधी मिळाली आहे.	उद्या कृष्णजन्मही आहे आणि राधाकृष्णन यांचाही जन्मदिन आहे आणि याच कारणामुळे मला आज विद् विद्यार्थ्यांना भेटण्याची संधी मिळाली आहे.
5: Partial Word	देशभक्तीच्या भावनेसह उत्साहपूर्णतेने असलेल्या लोकांच्या सहभागाने स्वातंत्र्यदिनाचा हा उत्सव लोकांचा उत्सव झाला आहे.	देशभक्तीच्या भावनेसह उ उत्साहपूर्णतेने असलेल्या लोकांच्या सहभागाने स्वातंत्र्यदिनाचा हा उत्सव लोकांचा उत्सव झाला आहे.
5: Partial Word	अनिश्चितता आणि घसरणीचा धोका लक्षात घेता, दुसऱ्याची दखल न घेण्याचे धोरण आणि जागतिक विकासाच्या संधी आणि बाजारपेठेच्या विश्वासावर भार ठरू शकणाऱ्या प्रवृत्तींविरोधात सतर्क राहण्याच्या गरजेवर आम्ही भर देत आहोत.	अनिश्चितता आणि घसरणीचा धोका लक्षात घेता, दुसऱ्याची दखल न घेण्याचे धोरण आणि जागतिक विकासाच्या संधी आणि बाजारपेठेच्या विश्वासावर भार ठरू शकणाऱ्या प्रवृत प्रवृत्तींविरोधात सतर्क राहण्याच्या गरजेवर आम्ही भर देत आहोत.
